timestamp,heart_rate,confidence
2024-01-15 07:14:00,87.0,0.935509
2024-01-15 07:15:00,83.7,0.998508
2024-01-15 07:16:00,81.9,0.981606
2024-01-15 07:17:00,92.6,0.955373
2024-01-15 07:18:00,75.3,0.971404
2024-01-15 07:19:00,87.3,0.986986
2024-01-15 07:20:00,99.1,0.969744
2024-01-15 07:21:00,94.6,0.969369
2024-01-15 07:22:00,85.7,0.906337
2024-01-15 07:23:00,83.3,0.855391
2024-01-15 07:24:00,91.0,0.892981
2024-01-15 07:25:00,83.2,0.855602
2024-01-15 07:26:00,85.9,0.869059
2024-01-15 07:27:00,93.2,0.882373
2024-01-15 07:28:00,82.0,0.857752
2024-01-15 07:29:00,102.5,0.945614
2024-01-15 07:30:00,75.4,0.969278
2024-01-15 07:31:00,77.8,0.861768
2024-01-15 07:32:00,90.1,0.911343
2024-01-15 07:33:00,82.4,0.887536
2024-01-15 07:34:00,95.0,0.94903
2024-01-15 07:35:00,91.8,0.941758
2024-01-15 07:36:00,76.0,0.903396
2024-01-15 07:37:00,89.4,0.864675
2024-01-15 07:38:00,65.7,0.87598
2024-01-15 07:39:00,71.1,0.942378
2024-01-15 07:40:00,83.2,0.906192
2024-01-15 07:41:00,92.3,0.978473
2024-01-15 07:42:00,81.5,0.860585
2024-01-15 07:43:00,84.2,0.937866
2024-01-15 07:44:00,87.6,0.908225
2024-01-15 07:45:00,88.3,0.931843
2024-01-15 07:46:00,86.0,0.994179
2024-01-15 07:47:00,83.2,0.897846
2024-01-15 07:48:00,84.6,0.867725
2024-01-15 07:49:00,94.1,0.981621
2024-01-15 07:50:00,91.0,0.892305
2024-01-15 07:51:00,85.6,0.971025
2024-01-15 07:52:00,85.2,0.905803
2024-01-15 07:53:00,85.1,0.989614
2024-01-15 07:54:00,87.2,0.962631
2024-01-15 07:55:00,83.7,0.985383
2024-01-15 07:56:00,91.6,0.898007
2024-01-15 07:57:00,86.4,0.851626
2024-01-15 07:58:00,86.2,0.992591
2024-01-15 07:59:00,97.8,0.917267
2024-01-15 08:00:00,76.3,0.950878
2024-01-15 08:01:00,90.9,0.968443
2024-01-15 08:02:00,82.2,0.858634
2024-01-15 08:03:00,79.9,0.983156
2024-01-15 08:04:00,79.9,0.871449
2024-01-15 08:05:00,92.1,0.865168
2024-01-15 08:06:00,84.7,0.860914
2024-01-15 08:07:00,90.4,0.862202
2024-01-15 08:08:00,73.5,0.97192
2024-01-15 08:09:00,85.8,0.862525
2024-01-15 08:10:00,91.0,0.913633
2024-01-15 08:11:00,83.5,0.920299
2024-01-15 08:12:00,84.1,0.961907
2024-01-15 08:13:00,87.7,0.906231
2024-01-15 08:14:00,87.2,0.883539
2024-01-15 08:15:00,88.3,0.998945
2024-01-15 08:16:00,83.2,0.995395
2024-01-15 08:17:00,97.6,0.954362
2024-01-15 08:18:00,93.5,0.937647
2024-01-15 08:19:00,87.4,0.94302
2024-01-15 08:20:00,79.0,0.919555
2024-01-15 08:21:00,84.7,0.86166
2024-01-15 08:22:00,92.3,0.896429
2024-01-15 08:23:00,90.8,0.874393
2024-01-15 08:24:00,83.9,0.989909
2024-01-15 08:25:00,83.8,0.971583
2024-01-15 08:26:00,80.5,0.995487
2024-01-15 08:27:00,87.2,0.920304
2024-01-15 08:28:00,75.2,0.858456
2024-01-15 08:29:00,87.2,0.999958
2024-01-15 08:30:00,85.2,0.965348
2024-01-15 08:31:00,78.6,0.869374
2024-01-15 08:32:00,87.1,0.884296
2024-01-15 08:33:00,94.9,0.903724
2024-01-15 08:34:00,84.4,0.928046
2024-01-15 08:35:00,90.2,0.977827
2024-01-15 08:36:00,100.6,0.981498
2024-01-15 08:37:00,79.1,0.854317
2024-01-15 08:38:00,92.3,0.955612
2024-01-15 08:39:00,81.8,0.852182
2024-01-15 08:40:00,85.0,0.908837
2024-01-15 08:41:00,89.0,0.902238
2024-01-15 08:42:00,92.7,0.909481
2024-01-15 08:43:00,90.9,0.992428
2024-01-15 08:44:00,76.3,0.91887
2024-01-15 08:45:00,86.2,0.899313
2024-01-15 08:46:00,80.5,0.861379
2024-01-15 08:47:00,81.0,0.90185
2024-01-15 08:48:00,87.6,0.950134
2024-01-15 08:49:00,81.3,0.85613
2024-01-15 08:50:00,80.0,0.876552
2024-01-15 08:51:00,77.3,0.90464
2024-01-15 08:52:00,94.9,0.855897
2024-01-15 08:53:00,91.2,0.862264
2024-01-15 08:54:00,83.8,0.97093
2024-01-15 08:55:00,83.1,0.881402
2024-01-15 08:56:00,76.7,0.942738
2024-01-15 08:57:00,75.3,0.962121
2024-01-15 08:58:00,88.8,0.926752
2024-01-15 08:59:00,80.4,0.917112
2024-01-15 09:00:00,82.8,0.890386
2024-01-15 09:01:00,93.4,0.898312
2024-01-15 09:02:00,86.6,0.867964
2024-01-15 09:03:00,99.5,0.951865
2024-01-15 09:04:00,99.4,0.863038
2024-01-15 09:05:00,117.0,0.961816
2024-01-15 09:06:00,86.1,0.892566
2024-01-15 09:07:00,102.2,0.935617
2024-01-15 09:08:00,85.5,0.865267
2024-01-15 09:09:00,89.5,0.874102
2024-01-15 09:10:00,87.7,0.876006
2024-01-15 09:11:00,77.0,0.997357
2024-01-15 09:12:00,90.4,0.995421
2024-01-15 09:13:00,97.7,0.888685
2024-01-15 09:14:00,96.1,0.989406
2024-01-15 09:15:00,116.2,0.891997
2024-01-15 09:16:00,91.4,0.898552
2024-01-15 09:17:00,89.0,0.886361
2024-01-15 09:18:00,94.4,0.893295
2024-01-15 09:19:00,86.7,0.922171
2024-01-15 09:20:00,89.9,0.900491
2024-01-15 09:21:00,92.5,0.952225
2024-01-15 09:22:00,103.6,0.920736
2024-01-15 09:23:00,77.7,0.989429
2024-01-15 09:24:00,96.2,0.990751
2024-01-15 09:25:00,103.6,0.976274
2024-01-15 09:26:00,96.5,0.880244
2024-01-15 09:27:00,91.5,0.972186
2024-01-15 09:28:00,103.5,0.903825
2024-01-15 09:29:00,95.7,0.97249
2024-01-15 09:30:00,75.7,0.919402
2024-01-15 09:31:00,100.9,0.925408
2024-01-15 09:32:00,97.0,0.907584
2024-01-15 09:33:00,102.4,0.943636
2024-01-15 09:34:00,86.6,0.870891
2024-01-15 09:35:00,102.8,0.930019
2024-01-15 09:36:00,97.2,0.872751
2024-01-15 09:37:00,83.8,0.961592
2024-01-15 09:38:00,94.1,0.964369
2024-01-15 09:39:00,94.7,0.973189
2024-01-15 09:40:00,89.9,0.969594
2024-01-15 09:41:00,89.9,0.958338
2024-01-15 09:42:00,106.0,0.954092
2024-01-15 09:43:00,82.8,0.901854
2024-01-15 09:44:00,85.3,0.919301
2024-01-15 09:45:00,104.4,0.941718
2024-01-15 09:46:00,98.1,0.954498
2024-01-15 09:47:00,98.1,0.872881
2024-01-15 09:48:00,114.1,0.91362
2024-01-15 09:49:00,96.8,0.988835
2024-01-15 09:50:00,86.7,0.997726
2024-01-15 09:51:00,116.9,0.90985
2024-01-15 09:52:00,92.5,0.970428
2024-01-15 09:53:00,94.9,0.987978
2024-01-15 09:54:00,80.8,0.960625
2024-01-15 09:55:00,82.2,0.917866
2024-01-15 09:56:00,92.2,0.924755
2024-01-15 09:57:00,101.0,0.904359
2024-01-15 09:58:00,113.2,0.851964
2024-01-15 09:59:00,88.4,0.994161
2024-01-15 10:00:00,89.5,0.862802
2024-01-15 10:01:00,95.5,0.939308
2024-01-15 10:02:00,95.0,0.881486
2024-01-15 10:03:00,94.5,0.878603
2024-01-15 10:04:00,93.1,0.934726
2024-01-15 10:05:00,98.1,0.916114
2024-01-15 10:06:00,98.7,0.873286
2024-01-15 10:07:00,96.6,0.991917
2024-01-15 10:08:00,81.4,0.9466
2024-01-15 10:09:00,91.9,0.873423
2024-01-15 10:10:00,106.3,0.854064
2024-01-15 10:11:00,87.2,0.950784
2024-01-15 10:12:00,92.3,0.947912
2024-01-15 10:13:00,91.5,0.886476
2024-01-15 10:14:00,102.0,0.974533
2024-01-15 10:15:00,105.1,0.880748
2024-01-15 10:16:00,98.8,0.85195
2024-01-15 10:17:00,86.9,0.983901
2024-01-15 10:18:00,94.0,0.888914
2024-01-15 10:19:00,100.3,0.89021
2024-01-15 10:20:00,90.0,0.932807
2024-01-15 10:21:00,79.3,0.992268
2024-01-15 10:22:00,91.8,0.98027
2024-01-15 10:23:00,102.7,0.969978
2024-01-15 10:24:00,91.9,0.890302
2024-01-15 10:25:00,114.3,0.888683
2024-01-15 10:26:00,95.8,0.99766
2024-01-15 10:27:00,85.0,0.890846
2024-01-15 10:28:00,93.6,0.891108
2024-01-15 10:29:00,113.2,0.974461
2024-01-15 10:30:00,100.0,0.940078
2024-01-15 10:31:00,88.5,0.987162
2024-01-15 10:32:00,76.4,0.927838
2024-01-15 10:33:00,92.8,0.940473
2024-01-15 10:34:00,85.9,0.893304
2024-01-15 10:35:00,103.1,0.894568
2024-01-15 10:36:00,95.3,0.949551
2024-01-15 10:37:00,96.3,0.882241
2024-01-15 10:38:00,90.8,0.924455
2024-01-15 10:39:00,84.4,0.965637
2024-01-15 10:40:00,100.0,0.95326
2024-01-15 10:41:00,81.3,0.972865
2024-01-15 10:42:00,103.0,0.890822
2024-01-15 10:43:00,84.3,0.863737
2024-01-15 10:44:00,96.3,0.87777
2024-01-15 10:45:00,103.9,0.959834
2024-01-15 10:46:00,102.7,0.953841
2024-01-15 10:47:00,93.3,0.923414
2024-01-15 10:48:00,99.1,0.877086
2024-01-15 10:49:00,101.9,0.855092
2024-01-15 10:50:00,89.5,0.988659
2024-01-15 10:51:00,103.8,0.976682
2024-01-15 10:52:00,101.0,0.855551
2024-01-15 10:53:00,85.3,0.868085
2024-01-15 10:54:00,95.3,0.900981
2024-01-15 10:55:00,93.3,0.897294
2024-01-15 10:56:00,107.2,0.897813
2024-01-15 10:57:00,102.8,0.942379
2024-01-15 10:58:00,98.9,0.99086
2024-01-15 10:59:00,102.7,0.91029
2024-01-15 11:00:00,112.3,0.981052
2024-01-15 11:01:00,76.3,0.960637
2024-01-15 11:02:00,90.8,0.903193
2024-01-15 11:03:00,83.8,0.885041
2024-01-15 11:04:00,95.4,0.907649
2024-01-15 11:05:00,88.5,0.992494
2024-01-15 11:06:00,102.2,0.99171
2024-01-15 11:07:00,111.5,0.875055
2024-01-15 11:08:00,97.8,0.941161
2024-01-15 11:09:00,82.7,0.876479
2024-01-15 11:10:00,88.3,0.966938
2024-01-15 11:11:00,90.5,0.995365
2024-01-15 11:12:00,104.7,0.954403
2024-01-15 11:13:00,96.6,0.883666
2024-01-15 11:14:00,92.1,0.938941
2024-01-15 11:15:00,88.8,0.981619
2024-01-15 11:16:00,88.9,0.983312
2024-01-15 11:17:00,102.6,0.932629
2024-01-15 11:18:00,91.2,0.905903
2024-01-15 11:19:00,99.2,0.924381
2024-01-15 11:20:00,91.5,0.977681
2024-01-15 11:21:00,64.5,0.938861
2024-01-15 11:22:00,94.2,0.951702
2024-01-15 11:23:00,83.3,0.981794
2024-01-15 11:24:00,103.1,0.977587
2024-01-15 11:25:00,100.4,0.975552
2024-01-15 11:26:00,107.0,0.942792
2024-01-15 11:27:00,91.2,0.982131
2024-01-15 11:28:00,94.1,0.900268
2024-01-15 11:29:00,91.0,0.972695
2024-01-15 11:30:00,99.1,0.850958
2024-01-15 11:31:00,97.1,0.997178
2024-01-15 11:32:00,86.4,0.945101
2024-01-15 11:33:00,107.6,0.866047
2024-01-15 11:34:00,101.7,0.994449
2024-01-15 11:35:00,100.3,0.989804
2024-01-15 11:36:00,92.0,0.895145
2024-01-15 11:37:00,92.6,0.937326
2024-01-15 11:38:00,100.0,0.856861
2024-01-15 11:39:00,96.4,0.853688
2024-01-15 11:40:00,107.3,0.952494
2024-01-15 11:41:00,80.2,0.999569
2024-01-15 11:42:00,76.8,0.874544
2024-01-15 11:43:00,103.2,0.883115
2024-01-15 11:44:00,95.3,0.948177
2024-01-15 11:45:00,89.8,0.991542
2024-01-15 11:46:00,106.6,0.909639
2024-01-15 11:47:00,101.6,0.884493
2024-01-15 11:48:00,89.3,0.979654
2024-01-15 11:49:00,99.0,0.877829
2024-01-15 11:50:00,99.1,0.965638
2024-01-15 11:51:00,100.5,0.943933
2024-01-15 11:52:00,98.7,0.969481
2024-01-15 11:53:00,86.6,0.868778
2024-01-15 11:54:00,95.0,0.880079
2024-01-15 11:55:00,89.0,0.937296
2024-01-15 11:56:00,99.8,0.896554
2024-01-15 11:57:00,92.7,0.860867
2024-01-15 11:58:00,84.1,0.940003
2024-01-15 11:59:00,99.9,0.979018
2024-01-15 12:00:00,84.1,0.886307
2024-01-15 12:01:00,104.3,0.95537
2024-01-15 12:02:00,88.8,0.898969
2024-01-15 12:03:00,84.9,0.902594
2024-01-15 12:04:00,83.1,0.935131
2024-01-15 12:05:00,97.8,0.880023
2024-01-15 12:06:00,101.2,0.854738
2024-01-15 12:07:00,101.9,0.980645
2024-01-15 12:08:00,97.3,0.900918
2024-01-15 12:09:00,93.5,0.972595
2024-01-15 12:10:00,100.4,0.92896
2024-01-15 12:11:00,88.4,0.859053
2024-01-15 12:12:00,84.6,0.980768
2024-01-15 12:13:00,82.2,0.968455
2024-01-15 12:14:00,96.3,0.933305
2024-01-15 12:15:00,86.7,0.99945
2024-01-15 12:16:00,90.6,0.879931
2024-01-15 12:17:00,87.6,0.854598
2024-01-15 12:18:00,83.4,0.980241
2024-01-15 12:19:00,98.2,0.913824
2024-01-15 12:20:00,78.3,0.998147
2024-01-15 12:21:00,86.6,0.958789
2024-01-15 12:22:00,96.4,0.985105
2024-01-15 12:23:00,78.5,0.938853
2024-01-15 12:24:00,103.0,0.959967
2024-01-15 12:25:00,90.4,0.986355
2024-01-15 12:26:00,84.7,0.995709
2024-01-15 12:27:00,91.1,0.923842
2024-01-15 12:28:00,92.1,0.916796
2024-01-15 12:29:00,77.3,0.938943
2024-01-15 12:30:00,84.5,0.995412
2024-01-15 12:31:00,91.1,0.898779
2024-01-15 12:32:00,88.2,0.995473
2024-01-15 12:33:00,79.8,0.861025
2024-01-15 12:34:00,86.6,0.90055
2024-01-15 12:35:00,92.1,0.887307
2024-01-15 12:36:00,101.6,0.875056
2024-01-15 12:37:00,98.7,0.921195
2024-01-15 12:38:00,93.6,0.937803
2024-01-15 12:39:00,89.3,0.866788
2024-01-15 12:40:00,89.5,0.929675
2024-01-15 12:41:00,86.1,0.990081
2024-01-15 12:42:00,84.5,0.856236
2024-01-15 12:43:00,92.2,0.980188
2024-01-15 12:44:00,87.3,0.923327
2024-01-15 12:45:00,86.0,0.854496
2024-01-15 12:46:00,93.5,0.880278
2024-01-15 12:47:00,89.7,0.916563
2024-01-15 12:48:00,89.5,0.953894
2024-01-15 12:49:00,95.8,0.942677
2024-01-15 12:50:00,94.4,0.854558
2024-01-15 12:51:00,92.5,0.951477
2024-01-15 12:52:00,90.4,0.90908
2024-01-15 12:53:00,86.3,0.948677
2024-01-15 12:54:00,90.6,0.980613
2024-01-15 12:55:00,96.3,0.960767
2024-01-15 12:56:00,91.4,0.899055
2024-01-15 12:57:00,98.0,0.964343
2024-01-15 12:58:00,92.3,0.972675
2024-01-15 12:59:00,87.6,0.850864
2024-01-15 13:00:00,79.1,0.909426
2024-01-15 13:01:00,89.3,0.917304
2024-01-15 13:02:00,82.2,0.88409
2024-01-15 13:03:00,88.9,0.950232
2024-01-15 13:04:00,92.6,0.906968
2024-01-15 13:05:00,93.7,0.921877
2024-01-15 13:06:00,76.7,0.937026
2024-01-15 13:07:00,106.1,0.964732
2024-01-15 13:08:00,96.1,0.993329
2024-01-15 13:09:00,89.7,0.989055
2024-01-15 13:10:00,84.6,0.922881
2024-01-15 13:11:00,81.8,0.896093
2024-01-15 13:12:00,95.3,0.896696
2024-01-15 13:13:00,101.4,0.890894
2024-01-15 13:14:00,83.4,0.877172
2024-01-15 13:15:00,85.8,0.928775
2024-01-15 13:16:00,87.4,0.935097
2024-01-15 13:17:00,98.2,0.932534
2024-01-15 13:18:00,89.5,0.992711
2024-01-15 13:19:00,98.4,0.982631
2024-01-15 13:20:00,83.8,0.941647
2024-01-15 13:21:00,96.0,0.985003
2024-01-15 13:22:00,80.5,0.967079
2024-01-15 13:23:00,93.1,0.913561
2024-01-15 13:24:00,86.8,0.943579
2024-01-15 13:25:00,99.6,0.875202
2024-01-15 13:26:00,95.0,0.882511
2024-01-15 13:27:00,102.2,0.932005
2024-01-15 13:28:00,82.5,0.939171
2024-01-15 13:29:00,91.9,0.870466
2024-01-15 13:30:00,90.1,0.91423
2024-01-15 13:31:00,99.2,0.998688
2024-01-15 13:32:00,98.3,0.891124
2024-01-15 13:33:00,81.3,0.903249
2024-01-15 13:34:00,87.9,0.860142
2024-01-15 13:35:00,88.4,0.931002
2024-01-15 13:36:00,94.5,0.929944
2024-01-15 13:37:00,79.3,0.950423
2024-01-15 13:38:00,101.3,0.919781
2024-01-15 13:39:00,88.5,0.993644
2024-01-15 13:40:00,90.5,0.88014
2024-01-15 13:41:00,84.8,0.917556
2024-01-15 13:42:00,89.3,0.949737
2024-01-15 13:43:00,82.6,0.872862
2024-01-15 13:44:00,97.7,0.928144
2024-01-15 13:45:00,86.2,0.963291
2024-01-15 13:46:00,90.3,0.967304
2024-01-15 13:47:00,80.9,0.90402
2024-01-15 13:48:00,80.5,0.909547
2024-01-15 13:49:00,99.5,0.927352
2024-01-15 13:50:00,92.5,0.998824
2024-01-15 13:51:00,89.1,0.989589
2024-01-15 13:52:00,90.2,0.907093
2024-01-15 13:53:00,95.2,0.895702
2024-01-15 13:54:00,86.7,0.876029
2024-01-15 13:55:00,87.7,0.996342
2024-01-15 13:56:00,97.9,0.869879
2024-01-15 13:57:00,103.9,0.964721
2024-01-15 13:58:00,86.1,0.909799
2024-01-15 13:59:00,84.8,0.860226
2024-01-15 14:00:00,91.9,0.994873
2024-01-15 14:01:00,77.2,0.925921
2024-01-15 14:02:00,83.9,0.946124
2024-01-15 14:03:00,89.4,0.94753
2024-01-15 14:04:00,93.2,0.858725
2024-01-15 14:05:00,85.4,0.868208
2024-01-15 14:06:00,85.4,0.953824
2024-01-15 14:07:00,87.9,0.999505
2024-01-15 14:08:00,96.2,0.895938
2024-01-15 14:09:00,99.9,0.913913
2024-01-15 14:10:00,81.1,0.905164
2024-01-15 14:11:00,96.3,0.960042
2024-01-15 14:12:00,78.8,0.852879
2024-01-15 14:13:00,92.8,0.870566
2024-01-15 14:14:00,81.7,0.851818
2024-01-15 14:15:00,83.9,0.932194
2024-01-15 14:16:00,96.7,0.864712
2024-01-15 14:17:00,82.7,0.898701
2024-01-15 14:18:00,94.1,0.906383
2024-01-15 14:19:00,77.9,0.967752
2024-01-15 14:20:00,89.1,0.95322
2024-01-15 14:21:00,79.2,0.976131
2024-01-15 14:22:00,101.1,0.948903
2024-01-15 14:23:00,94.1,0.94209
2024-01-15 14:24:00,87.9,0.872525
2024-01-15 14:25:00,95.7,0.952034
2024-01-15 14:26:00,88.4,0.860689
2024-01-15 14:27:00,89.1,0.89448
2024-01-15 14:28:00,95.2,0.949206
2024-01-15 14:29:00,86.0,0.864759
2024-01-15 14:30:00,99.3,0.889757
2024-01-15 14:31:00,97.6,0.907291
2024-01-15 14:32:00,87.3,0.942252
2024-01-15 14:33:00,97.5,0.929545
2024-01-15 14:34:00,88.9,0.996996
2024-01-15 14:35:00,104.1,0.962211
2024-01-15 14:36:00,96.4,0.869214
2024-01-15 14:37:00,92.7,0.883692
2024-01-15 14:38:00,77.8,0.915911
2024-01-15 14:39:00,93.9,0.886104
2024-01-15 14:40:00,87.8,0.983039
2024-01-15 14:41:00,84.7,0.972392
2024-01-15 14:42:00,89.8,0.963256
2024-01-15 14:43:00,96.9,0.959274
2024-01-15 14:44:00,97.5,0.876614
2024-01-15 14:45:00,92.0,0.990608
2024-01-15 14:46:00,90.4,0.972668
2024-01-15 14:47:00,85.7,0.976105
2024-01-15 14:48:00,97.0,0.938552
2024-01-15 14:49:00,78.8,0.934753
2024-01-15 14:50:00,95.7,0.945444
2024-01-15 14:51:00,87.7,0.919234
2024-01-15 14:52:00,86.2,0.970011
2024-01-15 14:53:00,87.4,0.959961
2024-01-15 14:54:00,84.2,0.903308
2024-01-15 14:55:00,96.0,0.850784
2024-01-15 14:56:00,87.2,0.993711
2024-01-15 14:57:00,78.0,0.872333
2024-01-15 14:58:00,93.2,0.99945
2024-01-15 14:59:00,78.8,0.958311
2024-01-15 15:00:00,108.0,0.908729
2024-01-15 15:01:00,117.6,0.850483
2024-01-15 15:02:00,91.5,0.96913
2024-01-15 15:03:00,102.3,0.922146
2024-01-15 15:04:00,97.9,0.936998
2024-01-15 15:05:00,127.3,0.940523
2024-01-15 15:06:00,115.0,0.890473
2024-01-15 15:07:00,106.9,0.861559
2024-01-15 15:08:00,99.9,0.967735
2024-01-15 15:09:00,114.5,0.92759
2024-01-15 15:10:00,91.0,0.899229
2024-01-15 15:11:00,94.2,0.883092
2024-01-15 15:12:00,120.0,0.999752
2024-01-15 15:13:00,106.6,0.913187
2024-01-15 15:14:00,117.0,0.86775
2024-01-15 15:15:00,113.6,0.907575
2024-01-15 15:16:00,126.5,0.877671
2024-01-15 15:17:00,85.4,0.85393
2024-01-15 15:18:00,99.1,0.894809
2024-01-15 15:19:00,112.7,0.97629
2024-01-15 15:20:00,106.5,0.918728
2024-01-15 15:21:00,91.7,0.86209
2024-01-15 15:22:00,108.0,0.915528
2024-01-15 15:23:00,114.3,0.873836
2024-01-15 15:24:00,93.9,0.962706
2024-01-15 15:25:00,106.9,0.860344
2024-01-15 15:26:00,101.4,0.889256
2024-01-15 15:27:00,105.9,0.887432
2024-01-15 15:28:00,109.7,0.917461
2024-01-15 15:29:00,97.7,0.859398
2024-01-15 15:30:00,81.4,0.902101
2024-01-15 15:31:00,105.7,0.934025
2024-01-15 15:32:00,85.8,0.959623
2024-01-15 15:33:00,93.6,0.9348
2024-01-15 15:34:00,107.6,0.941279
2024-01-15 15:35:00,94.0,0.872687
2024-01-15 15:36:00,93.2,0.977592
2024-01-15 15:37:00,121.2,0.867215
2024-01-15 15:38:00,109.4,0.86015
2024-01-15 15:39:00,112.2,0.862259
2024-01-15 15:40:00,83.5,0.874866
2024-01-15 15:41:00,104.5,0.911765
2024-01-15 15:42:00,115.4,0.859341
2024-01-15 15:43:00,117.1,0.918886
2024-01-15 15:44:00,94.1,0.874706
2024-01-15 15:45:00,112.3,0.927908
2024-01-15 15:46:00,105.5,0.981937
2024-01-15 15:47:00,100.9,0.917686
2024-01-15 15:48:00,111.6,0.930805
2024-01-15 15:49:00,93.2,0.948517
2024-01-15 15:50:00,102.2,0.966342
2024-01-15 15:51:00,85.3,0.968928
2024-01-15 15:52:00,125.0,0.969687
2024-01-15 15:53:00,110.1,0.929954
2024-01-15 15:54:00,105.3,0.968989
2024-01-15 15:55:00,110.1,0.985921
2024-01-15 15:56:00,98.4,0.877634
2024-01-15 15:57:00,108.3,0.872816
2024-01-15 15:58:00,120.4,0.86252
2024-01-15 15:59:00,105.6,0.925781
2024-01-15 16:00:00,103.6,0.997617
2024-01-15 16:01:00,118.8,0.874893
2024-01-15 16:02:00,104.1,0.874335
2024-01-15 16:03:00,102.5,0.92911
2024-01-15 16:04:00,109.8,0.861911
2024-01-15 16:05:00,96.7,0.978727
2024-01-15 16:06:00,108.6,0.956536
2024-01-15 16:07:00,94.1,0.973246
2024-01-15 16:08:00,80.0,0.924132
2024-01-15 16:09:00,101.0,0.876064
2024-01-15 16:10:00,113.0,0.865096
2024-01-15 16:11:00,96.1,0.902191
2024-01-15 16:12:00,118.2,0.947672
2024-01-15 16:13:00,91.5,0.976217
2024-01-15 16:14:00,107.0,0.945121
2024-01-15 16:15:00,104.4,0.898766
2024-01-15 16:16:00,99.0,0.876232
2024-01-15 16:17:00,100.6,0.975556
2024-01-15 16:18:00,107.7,0.954123
2024-01-15 16:19:00,84.0,0.881897
2024-01-15 16:20:00,108.7,0.980681
2024-01-15 16:21:00,112.2,0.949748
2024-01-15 16:22:00,106.4,0.95061
2024-01-15 16:23:00,93.8,0.917058
2024-01-15 16:24:00,113.7,0.931997
2024-01-15 16:25:00,105.3,0.866608
2024-01-15 16:26:00,97.4,0.960986
2024-01-15 16:27:00,102.0,0.978751
2024-01-15 16:28:00,107.4,0.963094
2024-01-15 16:29:00,110.3,0.892228
2024-01-15 16:30:00,112.2,0.86448
2024-01-15 16:31:00,83.3,0.939754
2024-01-15 16:32:00,89.3,0.961479
2024-01-15 16:33:00,110.0,0.938983
2024-01-15 16:34:00,101.4,0.969187
