ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-08-11,72.5344018321549,67.40422587363784,80.35405721403582,72.5344018321549,72.5344018321549,1.6891504662714565,1.6891504662714565,1.6891504662714565,1.6891504662714565,1.6891504662714565,1.6891504662714565,0.0,0.0,0.0,74.22355229842636
2025-08-12,72.4792616335994,64.21874508030605,77.11284278733577,72.4792616335994,72.4792616335994,-1.5503211520430455,-1.5503211520430455,-1.5503211520430455,-1.5503211520430455,-1.5503211520430455,-1.5503211520430455,0.0,0.0,0.0,70.92894048155637
2025-08-13,72.42412156718497,63.73322930928849,76.40208254265318,72.42412156718497,72.42412156718497,-2.2815071027184057,-2.2815071027184057,-2.2815071027184057,-2.2815071027184057,-2.2815071027184057,-2.2815071027184057,0.0,0.0,0.0,70.14261446446656
2025-08-14,72.36898150077053,67.15985844555011,80.50525768673121,72.36898150077053,72.36898150077053,1.37604013799697,1.37604013799697,1.37604013799697,1.37604013799697,1.37604013799697,1.37604013799697,0.0,0.0,0.0,73.7450216387675
2025-08-15,72.31444245194592,66.2338924291223,79.07065375458133,72.31444245194592,72.31444245194592,0.4055654050191974,0.4055654050191974,0.4055654050191974,0.4055654050191974,0.4055654050191974,0.4055654050191974,0.0,0.0,0.0,72.72000785696513
2025-08-16,72.25990340312131,66.43725280801756,79.9207114473603,72.25990340312131,72.25990340312131,0.826104004745689,0.826104004745689,0.826104004745689,0.826104004745689,0.826104004745689,0.826104004745689,0.0,0.0,0.0,73.086007407867
2025-08-17,72.20567010649332,64.94652148569705,78.25944112059521,72.20567010649332,72.20567010649332,-0.4650317592888188,-0.4650317592888188,-0.4650317592888188,-0.4650317592888188,-0.4650317592888188,-0.4650317592888188,0.0,0.0,0.0,71.7406383472045
2025-08-18,72.15143680986532,67.6096673866717,80.24962319769702,72.15143680986532,72.15143680986532,1.6891504662752914,1.6891504662752914,1.6891504662752914,1.6891504662752914,1.6891504662752914,1.6891504662752914,0.0,0.0,0.0,73.84058727614061
2025-08-19,72.09806635185765,63.854986723962256,76.76159838991752,72.09806635185765,72.09806635185765,-1.5503211520327005,-1.5503211520327005,-1.5503211520327005,-1.5503211520327005,-1.5503211520327005,-1.5503211520327005,0.0,0.0,0.0,70.54774519982496
2025-08-20,72.04469589384999,63.38511128209409,76.07264467407607,72.04469589384999,72.04469589384999,-2.2815071027115272,-2.2815071027115272,-2.2815071027115272,-2.2815071027115272,-2.2815071027115272,-2.2815071027115272,0.0,0.0,0.0,69.76318879113846
2025-08-21,71.99176702946266,66.45134415308239,79.63562618164539,71.99176702946266,71.99176702946266,1.376040138005989,1.376040138005989,1.376040138005989,1.376040138005989,1.376040138005989,1.376040138005989,0.0,0.0,0.0,73.36780716746865
2025-08-22,71.93883816507534,65.7928837328072,78.65744329084269,71.93883816507534,71.93883816507534,0.4055654050144334,0.4055654050144334,0.4055654050144334,0.4055654050144334,0.4055654050144334,0.4055654050144334,0.0,0.0,0.0,72.34440357008977
2025-08-23,71.88619730630498,65.84162038662365,79.85650068980321,71.88619730630498,71.88619730630498,0.8261040047450476,0.8261040047450476,0.8261040047450476,0.8261040047450476,0.8261040047450476,0.8261040047450476,0.0,0.0,0.0,72.71230131105003
2025-08-24,71.8335564475346,64.7567809430216,77.32060318718328,71.8335564475346,71.8335564475346,-0.4650317592933747,-0.4650317592933747,-0.4650317592933747,-0.4650317592933747,-0.4650317592933747,-0.4650317592933747,0.0,0.0,0.0,71.36852468824122
2025-08-25,71.78114927850659,67.15616039941777,79.63904821007307,71.78114927850659,71.78114927850659,1.6891504662791264,1.6891504662791264,1.6891504662791264,1.6891504662791264,1.6891504662791264,1.6891504662791264,0.0,0.0,0.0,73.47029974478572
2025-08-26,71.7290444856447,63.69423177085598,76.78189026238823,71.7290444856447,71.7290444856447,-1.5503211520329299,-1.5503211520329299,-1.5503211520329299,-1.5503211520329299,-1.5503211520329299,-1.5503211520329299,0.0,0.0,0.0,70.17872333361177
2025-08-27,71.6769396927828,62.91413773541331,75.9422004821237,71.6769396927828,71.6769396927828,-2.2815071027119913,-2.2815071027119913,-2.2815071027119913,-2.2815071027119913,-2.2815071027119913,-2.2815071027119913,0.0,0.0,0.0,69.39543259007081
2025-08-28,71.6249227630809,65.79919174593302,79.8051559084143,71.6249227630809,71.6249227630809,1.3760401380033984,1.3760401380033984,1.3760401380033984,1.3760401380033984,1.3760401380033984,1.3760401380033984,0.0,0.0,0.0,73.0009629010843
2025-08-29,71.572905833379,64.98172013967636,79.20346432652717,71.572905833379,71.572905833379,0.4055654050159035,0.4055654050159035,0.4055654050159035,0.4055654050159035,0.4055654050159035,0.4055654050159035,0.0,0.0,0.0,71.9784712383949
2025-08-30,71.52093956234626,65.43977924015188,78.95552229172114,71.52093956234626,71.52093956234626,0.8261040047444069,0.8261040047444069,0.8261040047444069,0.8261040047444069,0.8261040047444069,0.8261040047444069,0.0,0.0,0.0,72.34704356709067
2025-08-31,71.46897329131352,64.37197555175825,78.06882428186991,71.46897329131352,71.46897329131352,-0.46503175929485835,-0.46503175929485835,-0.46503175929485835,-0.46503175929485835,-0.46503175929485835,-0.46503175929485835,0.0,0.0,0.0,71.00394153201866
2025-09-01,71.41734109553839,66.24921933766858,79.9793962969233,71.41734109553839,71.41734109553839,1.6891504662708838,1.6891504662708838,1.6891504662708838,1.6891504662708838,1.6891504662708838,1.6891504662708838,0.0,0.0,0.0,73.10649156180928
2025-09-02,71.36570889976328,63.0003485548537,76.86722657270697,71.36570889976328,71.36570889976328,-1.5503211520257336,-1.5503211520257336,-1.5503211520257336,-1.5503211520257336,-1.5503211520257336,-1.5503211520257336,0.0,0.0,0.0,69.81538774773755
2025-09-03,71.3147093751407,62.40256282321513,75.00008766766095,71.3147093751407,71.3147093751407,-2.2815071027124554,-2.2815071027124554,-2.2815071027124554,-2.2815071027124554,-2.2815071027124554,-2.2815071027124554,0.0,0.0,0.0,69.03320227242824
2025-09-04,71.26370985051813,66.32038634890503,79.23839348755126,71.26370985051813,71.26370985051813,1.3760401379961884,1.3760401379961884,1.3760401379961884,1.3760401379961884,1.3760401379961884,1.3760401379961884,0.0,0.0,0.0,72.63974998851431
2025-09-05,71.23465328250572,65.12743851820633,78.0201035697267,71.23465328250572,71.23465328250572,0.4055654050173736,0.4055654050173736,0.4055654050173736,0.4055654050173736,0.4055654050173736,0.4055654050173736,0.0,0.0,0.0,71.64021868752309
2025-09-06,71.20559671449331,65.8421962679534,78.57567946639335,71.20559671449331,71.20559671449331,0.8261040047439533,0.8261040047439533,0.8261040047439533,0.8261040047439533,0.8261040047439533,0.8261040047439533,0.0,0.0,0.0,72.03170071923726
2025-09-07,71.17667410701277,64.13663201907714,77.3586581923694,71.17667410701277,71.17667410701277,-0.46503175929288654,-0.46503175929288654,-0.46503175929288654,-0.46503175929288654,-0.46503175929288654,-0.46503175929288654,0.0,0.0,0.0,70.71164234771989
2025-09-08,71.14775149953222,66.50951566008571,80.13947712067505,71.14775149953222,71.14775149953222,1.6891504662747183,1.6891504662747183,1.6891504662747183,1.6891504662747183,1.6891504662747183,1.6891504662747183,0.0,0.0,0.0,72.83690196580694
2025-09-09,71.11888458675949,63.171557594890125,76.02727176324798,71.11888458675949,71.11888458675949,-1.550321152022814,-1.550321152022814,-1.550321152022814,-1.550321152022814,-1.550321152022814,-1.550321152022814,0.0,0.0,0.0,69.56856343473667
2025-09-10,71.09009293077013,62.426224155237,75.51616868535795,71.09009293077013,71.09009293077013,-2.281507102712919,-2.281507102712919,-2.281507102712919,-2.281507102712919,-2.281507102712919,-2.281507102712919,0.0,0.0,0.0,68.8085858280572
2025-09-11,71.06130127478076,66.34118536471883,78.95943095621857,71.06130127478076,71.06130127478076,1.376040137993598,1.376040137993598,1.376040137993598,1.376040137993598,1.376040137993598,1.376040137993598,0.0,0.0,0.0,72.43734141277436
2025-09-12,71.03254080409717,64.76587947462787,77.89588312612109,71.03254080409717,71.03254080409717,0.40556540501777233,0.40556540501777233,0.40556540501777233,0.40556540501777233,0.40556540501777233,0.40556540501777233,0.0,0.0,0.0,71.43810620911493
2025-09-13,71.00378033341359,65.59949335320005,78.27785244140787,71.00378033341359,71.00378033341359,0.8261040047431244,0.8261040047431244,0.8261040047431244,0.8261040047431244,0.8261040047431244,0.8261040047431244,0.0,0.0,0.0,71.82988433815672
2025-09-14,70.97533800014355,63.84958962828492,77.2173661906627,70.97533800014355,70.97533800014355,-0.4650317592909144,-0.4650317592909144,-0.4650317592909144,-0.4650317592909144,-0.4650317592909144,-0.4650317592909144,0.0,0.0,0.0,70.51030624085264
2025-09-15,70.94689566687352,66.28502711058582,79.44160694171205,70.94689566687352,70.94689566687352,1.6891504662770815,1.6891504662770815,1.6891504662770815,1.6891504662770815,1.6891504662770815,1.6891504662770815,0.0,0.0,0.0,72.6360461331506
2025-09-16,70.91845467160425,62.84625883712322,75.71834624064218,70.91845467160425,70.91845467160425,-1.5503211520230438,-1.5503211520230438,-1.5503211520230438,-1.5503211520230438,-1.5503211520230438,-1.5503211520230438,0.0,0.0,0.0,69.3681335195812
2025-09-17,70.89001367633499,62.519384482221234,75.63788677311459,70.89001367633499,70.89001367633499,-2.281507102706041,-2.281507102706041,-2.281507102706041,-2.281507102706041,-2.281507102706041,-2.281507102706041,0.0,0.0,0.0,68.60850657362894
2025-09-18,70.86167132172369,65.87338827877493,78.78507526699534,70.86167132172369,70.86167132172369,1.376040137996812,1.376040137996812,1.376040137996812,1.376040137996812,1.376040137996812,1.376040137996812,0.0,0.0,0.0,72.2377114597205
2025-09-19,70.8333289671124,64.10535380042194,77.99738705637543,70.8333289671124,70.8333289671124,0.4055654050192426,0.4055654050192426,0.4055654050192426,0.4055654050192426,0.4055654050192426,0.4055654050192426,0.0,0.0,0.0,71.23889437213164
2025-09-20,70.80498661250111,64.91076908540256,78.05039226534416,70.80498661250111,70.80498661250111,0.8261040047459669,0.8261040047459669,0.8261040047459669,0.8261040047459669,0.8261040047459669,0.8261040047459669,0.0,0.0,0.0,71.63109061724708
2025-09-21,70.77664425788981,63.603946253187935,77.1861684929741,70.77664425788981,70.77664425788981,-0.4650317592889428,-0.4650317592889428,-0.4650317592889428,-0.4650317592889428,-0.4650317592889428,-0.4650317592889428,0.0,0.0,0.0,70.31161249860087
2025-09-22,70.74830190327852,65.95318684778293,78.90959854695954,70.74830190327852,70.74830190327852,1.6891504662809163,1.6891504662809163,1.6891504662809163,1.6891504662809163,1.6891504662809163,1.6891504662809163,0.0,0.0,0.0,72.43745236955944
2025-09-23,70.71995954866722,62.71514252253,75.23952773251517,70.71995954866722,70.71995954866722,-1.5503211520306996,-1.5503211520306996,-1.5503211520306996,-1.5503211520306996,-1.5503211520306996,-1.5503211520306996,0.0,0.0,0.0,69.16963839663651
2025-09-24,70.69161719405592,61.466039792131426,75.01118768431519,70.69161719405592,70.69161719405592,-2.281507102713847,-2.281507102713847,-2.281507102713847,-2.281507102713847,-2.281507102713847,-2.281507102713847,0.0,0.0,0.0,68.41011009134208
2025-09-25,70.66327483944463,65.57526169722031,78.3967472176327,70.66327483944463,70.66327483944463,1.3760401380000264,1.3760401380000264,1.3760401380000264,1.3760401380000264,1.3760401380000264,1.3760401380000264,0.0,0.0,0.0,72.03931497744465
2025-09-26,70.63493248483334,64.7771809269055,77.73826410541459,70.63493248483334,70.63493248483334,0.405565405014478,0.405565405014478,0.405565405014478,0.405565405014478,0.405565405014478,0.405565405014478,0.0,0.0,0.0,71.04049788984781
2025-09-27,70.60659013022205,65.38746520229954,77.43011238423757,70.60659013022205,70.60659013022205,0.8261040047453254,0.8261040047453254,0.8261040047453254,0.8261040047453254,0.8261040047453254,0.8261040047453254,0.0,0.0,0.0,71.43269413496738
2025-09-28,70.57824777561075,63.844040464720685,76.73687081942234,70.57824777561075,70.57824777561075,-0.4650317592904264,-0.4650317592904264,-0.4650317592904264,-0.4650317592904264,-0.4650317592904264,-0.4650317592904264,0.0,0.0,0.0,70.11321601632032
2025-09-29,70.54990542099945,65.60899680244542,78.71022002369908,70.54990542099945,70.54990542099945,1.6891504662726737,1.6891504662726737,1.6891504662726737,1.6891504662726737,1.6891504662726737,1.6891504662726737,0.0,0.0,0.0,72.23905588727213
2025-09-30,70.52156306638815,62.53018939735863,76.02956763348392,70.52046073822007,70.52271501607096,-1.5503211520383555,-1.5503211520383555,-1.5503211520383555,-1.5503211520383555,-1.5503211520383555,-1.5503211520383555,0.0,0.0,0.0,68.9712419143498
2025-10-01,70.49322071177686,61.73020012414442,74.56829726757957,70.48973212404782,70.49659460871351,-2.2815071027136185,-2.2815071027136185,-2.2815071027136185,-2.2815071027136185,-2.2815071027136185,-2.2815071027136185,0.0,0.0,0.0,68.21171360906324
2025-10-02,70.46487835716556,65.6650523366392,78.73740144377942,70.45861599990207,70.47118497006336,1.3760401380032403,1.3760401380032403,1.3760401380032403,1.3760401380032403,1.3760401380032403,1.3760401380032403,0.0,0.0,0.0,71.8409184951688
2025-10-03,70.43653600255428,64.58449354267769,77.266264051797,70.42704948262404,70.44593623665827,0.40556540501594796,0.40556540501594796,0.40556540501594796,0.40556540501594796,0.40556540501594796,0.40556540501594796,0.0,0.0,0.0,70.84210140757023
2025-10-04,70.40819364794298,64.55101218964894,77.93674568680845,70.39505079966384,70.42102834212663,0.8261040047448723,0.8261040047448723,0.8261040047448723,0.8261040047448723,0.8261040047448723,0.8261040047448723,0.0,0.0,0.0,71.23429765268786
2025-10-05,70.37985129333168,63.09037322528207,76.36093775776477,70.36313395946098,70.39652645910914,-0.465031759284999,-0.465031759284999,-0.465031759284999,-0.465031759284999,-0.465031759284999,-0.465031759284999,0.0,0.0,0.0,69.91481953404669
2025-10-06,70.35150893872039,65.25913391692143,78.74375321055226,70.32952577895331,70.37363283440946,1.689150466275037,1.689150466275037,1.689150466275037,1.689150466275037,1.689150466275037,1.689150466275037,0.0,0.0,0.0,72.04065940499542
2025-10-07,70.32316658410909,61.972446257380135,75.06383128264314,70.29637263247014,70.35023341801198,-1.550321152031159,-1.550321152031159,-1.550321152031159,-1.550321152031159,-1.550321152031159,-1.550321152031159,0.0,0.0,0.0,68.77284543207793
2025-10-08,70.29482422949779,61.56615169304887,74.33974038457538,70.2636833619037,70.32805739272885,-2.2815071027140825,-2.2815071027140825,-2.2815071027140825,-2.2815071027140825,-2.2815071027140825,-2.2815071027140825,0.0,0.0,0.0,68.0133171267837
2025-10-09,70.26648187488651,65.08782371935027,78.53026455807371,70.23000294873673,70.30539262422478,1.3760401379960303,1.3760401379960303,1.3760401379960303,1.3760401379960303,1.3760401379960303,1.3760401379960303,0.0,0.0,0.0,71.64252201288254
2025-10-10,70.23813952027521,64.11908608995584,77.29717512954748,70.19501203072657,70.2819649656787,0.40556540501430105,0.40556540501430105,0.40556540501430105,0.40556540501430105,0.40556540501430105,0.40556540501430105,0.0,0.0,0.0,70.64370492528951
2025-10-11,70.20979716566391,64.39430075064718,76.9372810825702,70.16095446442411,70.25919774069158,0.8261040047444187,0.8261040047444187,0.8261040047444187,0.8261040047444187,0.8261040047444187,0.8261040047444187,0.0,0.0,0.0,71.03590117040834
2025-10-12,70.18145481105262,62.968947199389966,76.55572065332208,70.12602062678096,70.2377072513478,-0.46503175929301027,-0.46503175929301027,-0.46503175929301027,-0.46503175929301027,-0.46503175929301027,-0.46503175929301027,0.0,0.0,0.0,69.7164230517596
2025-10-13,70.15311245644132,64.95872428159036,78.7918809261637,70.09145943226581,70.21596728835573,1.6891504662728334,1.6891504662728334,1.6891504662728334,1.6891504662728334,1.6891504662728334,1.6891504662728334,0.0,0.0,0.0,71.84226292271416
